Blocks,Age,Faults,Time,Result,Output
1000,2,0,38569,0.01,0
1001,0,0,37993,0.002,0
1001,1,0,38208,0.005,0
999,5,0,38253,0.036,0
999,4,0,37782,0.025,0
713,7,20,26607,0.043,0
1000,4,0,37315,0.025,0
964,0,3,35848,0.002,0
1000,3,0,38569,0.016,0
1001,1,0,37993,0.005,0
1001,2,0,38208,0.01,0
999,6,0,38253,0.048,0
999,5,0,37782,0.036,0
713,8,20,26607,0.055,1
1000,5,0,37315,0.036,0
964,1,3,35848,0.004,0
1000,4,0,38569,0.025,0
1001,2,0,37993,0.01,0
1001,3,0,38208,0.016,0
999,7,0,38253,0.063,1
999,6,0,37782,0.048,0
714,0,20,26649,0.001,0
1000,6,0,37315,0.048,0
964,2,3,35848,0.009,0
1000,5,0,38569,0.036,0
1001,3,0,37993,0.016,0
1001,4,0,38208,0.025,0
1000,0,0,38301,0.002,0
999,7,0,37782,0.063,1
714,1,20,26649,0.003,0
1000,7,0,37315,0.063,1
964,3,3,35848,0.015,0
1000,6,0,38569,0.048,0
1001,4,0,37993,0.025,0
1001,5,0,38208,0.036,0
1000,1,0,38301,0.005,0
1000,0,0,37797,0.002,0
714,2,20,26649,0.006,0
1001,0,0,37345,0.002,0
964,4,3,35848,0.023,0
1000,7,0,38569,0.063,1
1001,5,0,37993,0.036,0
1001,6,0,38208,0.048,0
1000,2,0,38301,0.01,0
1000,1,0,37797,0.005,0
714,3,20,26649,0.011,0
1001,1,0,37345,0.005,0
964,5,3,35848,0.033,0
1001,0,0,38625,0.002,0
1001,6,0,37993,0.048,0
1001,7,0,38208,0.063,1
1000,3,0,38301,0.016,0
1000,2,0,37797,0.01,0
714,4,20,26649,0.017,0
1001,2,0,37345,0.01,0
964,6,3,35848,0.045,0
1001,1,0,38625,0.005,0
1001,7,0,37993,0.063,1
1002,0,0,38221,0.002,0
1000,4,0,38301,0.025,0
1000,3,0,37797,0.016,0
714,5,20,26649,0.025,0
1001,3,0,37345,0.016,0
964,7,3,35848,0.058,1
1001,2,0,38625,0.01,0
1002,0,0,38039,0.002,0
1002,1,0,38221,0.005,0
1000,5,0,38301,0.036,0
1000,4,0,37797,0.025,0
714,6,20,26649,0.033,0
1001,4,0,37345,0.025,0
965,0,3,35863,0.002,0
1001,3,0,38625,0.016,0
1002,1,0,38039,0.005,0
1002,2,0,38221,0.01,0
1000,6,0,38301,0.048,1
1000,5,0,37797,0.036,0
714,7,20,26649,0.043,0
1001,5,0,37345,0.036,0
965,1,3,35863,0.004,0
1001,4,0,38625,0.025,0
1002,2,0,38039,0.01,0
1002,3,0,38221,0.016,0
1001,0,0,38320,0.002,0
1000,6,0,37797,0.048,0
714,8,20,26649,0.055,1
1001,6,0,37345,0.048,0
965,2,3,35863,0.009,0
1001,5,0,38625,0.036,0
1002,3,0,38039,0.016,0
1002,4,0,38221,0.025,0
1001,1,0,38320,0.005,0
1000,7,0,37797,0.063,1
715,0,20,26658,0.001,0
1001,7,0,37345,0.063,1
965,3,3,35863,0.015,0
1001,6,0,38625,0.048,0
1002,4,0,38039,0.025,0
1002,5,0,38221,0.036,0
1001,2,0,38320,0.01,0
1001,0,0,37825,0.002,0
715,1,20,26658,0.003,0
1002,0,0,37368,0.002,0
965,4,3,35863,0.023,0
1001,7,0,38625,0.063,1
1002,5,0,38039,0.036,0
1002,6,0,38221,0.048,0
1001,3,0,38320,0.016,0
1001,1,0,37825,0.005,0
715,2,20,26658,0.006,0
1002,1,0,37368,0.005,0
965,5,3,35863,0.033,0
1002,0,0,38670,0.002,0
1002,6,0,38039,0.048,0
1002,7,0,38221,0.062,1
1001,4,0,38320,0.025,0
1001,2,0,37825,0.01,0
715,3,20,26658,0.011,0
1002,2,0,37368,0.01,0
965,6,3,35863,0.045,0
1002,1,0,38670,0.005,0
1002,7,0,38039,0.063,1
1003,0,0,38259,0.002,0
1001,5,0,38320,0.036,0
1001,3,0,37825,0.016,0
715,4,20,26658,0.017,0
1002,3,0,37368,0.016,0
965,7,3,35863,0.058,1
1002,2,0,38670,0.01,0
1003,0,0,38087,0.002,0
1003,1,0,38259,0.005,0
1001,6,0,38320,0.048,0
1001,4,0,37825,0.025,0
715,5,20,26658,0.025,0
1002,4,0,37368,0.025,0
966,0,3,35934,0.002,0
1002,3,0,38670,0.016,0
1003,1,0,38087,0.005,0
1003,2,0,38259,0.01,0
1001,7,0,38320,0.063,1
1001,5,0,37825,0.036,0
715,6,20,26658,0.033,0
1002,5,0,37368,0.036,0
966,1,3,35934,0.004,0
1002,4,0,38670,0.025,0
1003,2,0,38087,0.01,0
1003,3,0,38259,0.016,0
1002,0,0,38341,0.002,0
1001,6,0,37825,0.048,1
715,7,20,26658,0.043,0
1002,6,0,37368,0.048,0
966,2,3,35934,0.009,0
1002,5,0,38670,0.036,0
1003,3,0,38087,0.016,0
1003,4,0,38259,0.025,0
1002,1,0,38341,0.005,0
1002,0,0,37862,0.002,0
715,8,20,26658,0.055,1
1002,7,0,37368,0.063,1
966,3,3,35934,0.015,0
1002,6,0,38670,0.048,0
1003,4,0,38087,0.025,0
1003,5,0,38259,0.036,0
1002,2,0,38341,0.01,0
1002,1,0,37862,0.005,0
716,0,20,26729,0.001,0
1003,0,0,37424,0.002,0
966,4,3,35934,0.023,0
1002,7,0,38670,0.062,1
1003,5,0,38087,0.036,0
1003,6,0,38259,0.048,0
1002,3,0,38341,0.016,0
1002,2,0,37862,0.01,0
716,1,20,26729,0.003,0
1003,1,0,37424,0.005,0
966,5,3,35934,0.033,0
1003,0,0,38701,0.002,0
1003,6,0,38087,0.048,0
1003,7,0,38259,0.062,1
1002,4,0,38341,0.025,0
1002,3,0,37862,0.016,0
716,2,20,26729,0.006,0
1003,2,0,37424,0.01,0
966,6,3,35934,0.045,0
1003,1,0,38701,0.005,0
1003,7,0,38087,0.062,1
1004,0,0,38315,0.002,0
1002,5,0,38341,0.036,0
1002,4,0,37862,0.025,0
716,3,20,26729,0.011,0
1003,3,0,37424,0.016,0
966,7,3,35934,0.058,1
1003,2,0,38701,0.01,0
1004,0,0,38117,0.002,0
1004,1,0,38315,0.005,0
1002,6,0,38341,0.048,0
1002,5,0,37862,0.036,0
716,4,20,26729,0.017,0
1003,4,0,37424,0.025,0
967,0,3,35977,0.002,0
1003,3,0,38701,0.016,0
1004,1,0,38117,0.005,0
1004,2,0,38315,0.01,0
1002,7,0,38341,0.062,1
1002,6,0,37862,0.048,0
716,5,20,26729,0.024,0
1003,5,0,37424,0.036,0
967,1,3,35977,0.004,0
1003,4,0,38701,0.025,0
1004,2,0,38117,0.01,0
1004,3,0,38315,0.016,0
1003,0,0,38370,0.002,0
1002,7,0,37862,0.063,1
716,6,20,26729,0.033,0
1003,6,0,37424,0.048,1
967,2,3,35977,0.009,0
1003,5,0,38701,0.036,0
1004,3,0,38117,0.016,0
1004,4,0,38315,0.025,0
1003,1,0,38370,0.005,0
1003,0,0,37899,0.002,0
716,7,20,26729,0.043,0
1004,0,0,37461,0.002,0
967,3,3,35977,0.015,0
1003,6,0,38701,0.048,0
1004,4,0,38117,0.025,0
1004,5,0,38315,0.036,0
1003,2,0,38370,0.01,0
1003,1,0,37899,0.005,0
716,8,20,26729,0.054,1
1004,1,0,37461,0.005,0
967,4,3,35977,0.023,0
1003,7,0,38701,0.062,1
1004,5,0,38117,0.036,0
1004,6,0,38315,0.048,0
1003,3,0,38370,0.016,0
1003,2,0,37899,0.01,0
717,0,20,26770,0.001,0
1004,2,0,37461,0.01,0
967,5,3,35977,0.033,0
1004,0,0,38731,0.002,0
1004,6,0,38117,0.048,0
1004,7,0,38315,0.062,1
1003,4,0,38370,0.025,0
1003,3,0,37899,0.016,0
717,1,20,26770,0.003,0
1004,3,0,37461,0.016,0
967,6,3,35977,0.045,0
1004,1,0,38731,0.005,0
1004,7,0,38117,0.062,1
1005,0,0,38363,0.002,0
1003,5,0,38370,0.036,0
1003,4,0,37899,0.025,0
717,2,20,26770,0.006,0
1004,4,0,37461,0.025,0
967,7,3,35977,0.058,1
1004,2,0,38731,0.01,0
1005,0,0,38141,0.002,0
1005,1,0,38363,0.005,0
1003,6,0,38370,0.048,0
1003,5,0,37899,0.036,0
717,3,20,26770,0.011,0
1004,5,0,37461,0.036,0
968,0,3,36026,0.002,0
1004,3,0,38731,0.016,0
1005,1,0,38141,0.005,0
1005,2,0,38363,0.01,0
1003,7,0,38370,0.062,1
1003,6,0,37899,0.048,0
717,4,20,26770,0.017,0
1004,6,0,37461,0.048,0
968,1,3,36026,0.004,0
1004,4,0,38731,0.025,0
1005,2,0,38141,0.01,0
1005,3,0,38363,0.016,0
1004,0,0,38407,0.002,0
1003,7,0,37899,0.062,1
717,5,20,26770,0.024,0
1004,7,0,37461,0.062,1
968,2,3,36026,0.009,0
1004,5,0,38731,0.035,0
1005,3,0,38141,0.016,0
1005,4,0,38363,0.025,0
1004,1,0,38407,0.005,0
1004,0,0,37939,0.002,0
717,6,20,26770,0.033,0
1005,0,0,37492,0.002,0
968,3,3,36026,0.015,0
1004,6,0,38731,0.048,1
1005,4,0,38141,0.025,0
1005,5,0,38363,0.035,0
1004,2,0,38407,0.01,0
1004,1,0,37939,0.005,0
717,7,20,26770,0.043,0
1005,1,0,37492,0.005,0
968,4,3,36026,0.023,0
1005,0,0,38758,0.002,0
1005,5,0,38141,0.035,0
1005,6,0,38363,0.048,0
1004,3,0,38407,0.016,0
1004,2,0,37939,0.01,0
717,8,20,26770,0.054,1
1005,2,0,37492,0.01,0
968,5,3,36026,0.033,0
1005,1,0,38758,0.005,0
1005,6,0,38141,0.048,0
1005,7,0,38363,0.062,1
1004,4,0,38407,0.025,0
1004,3,0,37939,0.016,0
718,0,20,26798,0.001,0
1005,3,0,37492,0.016,0
968,6,3,36026,0.045,0
1005,2,0,38758,0.01,0
1005,7,0,38141,0.062,1
1006,0,0,38440,0.002,0
1004,5,0,38407,0.035,0
1004,4,0,37939,0.025,0
718,1,20,26798,0.003,0
1005,4,0,37492,0.025,0
968,7,3,36026,0.058,1
1005,3,0,38758,0.016,0
1006,0,0,38220,0.002,0
1006,1,0,38440,0.005,0
1004,6,0,38407,0.048,0
1004,5,0,37939,0.036,0
718,2,20,26798,0.006,0
1005,5,0,37492,0.035,0
969,0,3,36079,0.002,0
1005,4,0,38758,0.025,0
1006,1,0,38220,0.005,0
1006,2,0,38440,0.01,0
1004,7,0,38407,0.062,1
1004,6,0,37939,0.048,0
718,3,20,26798,0.011,0
1005,6,0,37492,0.048,0
969,1,3,36079,0.004,0
1005,5,0,38758,0.035,0
1006,2,0,38220,0.01,0
1006,3,0,38440,0.016,0
1005,0,0,38431,0.002,0
1004,7,0,37939,0.062,1
718,4,20,26798,0.017,0
1005,7,0,37492,0.062,1
969,2,3,36079,0.009,0
1005,6,0,38758,0.048,0
1006,3,0,38220,0.016,0
1006,4,0,38440,0.025,0
1005,1,0,38431,0.005,0
1005,0,0,37969,0.002,0
718,5,20,26798,0.024,0
1006,0,0,37512,0.002,0
969,3,3,36079,0.015,0
1005,7,0,38758,0.062,1
1006,4,0,38220,0.025,0
1006,5,0,38440,0.035,0
1005,2,0,38431,0.01,0
1005,1,0,37969,0.005,0
718,6,20,26798,0.033,0
1006,1,0,37512,0.005,0
969,4,3,36079,0.023,0
1006,0,0,38796,0.002,0
1006,5,0,38220,0.035,0
1006,6,0,38440,0.048,1
1005,3,0,38431,0.016,0
1005,2,0,37969,0.01,0
718,7,20,26798,0.043,0
1006,2,0,37512,0.01,0
969,5,3,36079,0.033,0
1006,1,0,38796,0.005,0
1006,6,0,38220,0.048,0
1007,0,0,38466,0.002,0
1005,4,0,38431,0.025,0
1005,3,0,37969,0.016,0
718,8,20,26798,0.054,1
1006,3,0,37512,0.016,0
969,6,3,36079,0.045,0
1006,2,0,38796,0.01,0
1006,7,0,38220,0.062,1
1007,1,0,38466,0.005,0
1005,5,0,38431,0.035,0
1005,4,0,37969,0.025,0
719,0,20,26839,0.001,0
1006,4,0,37512,0.025,0
969,7,3,36079,0.058,1
1006,3,0,38796,0.016,0
1007,0,0,38246,0.002,0
1007,2,0,38466,0.01,0
1005,6,0,38431,0.048,0
1005,5,0,37969,0.035,0
719,1,20,26839,0.003,0
1006,5,0,37512,0.035,0
970,0,3,36127,0.002,0
1006,4,0,38796,0.025,0
1007,1,0,38246,0.005,0
1007,3,0,38466,0.016,0
1005,7,0,38431,0.062,1
1005,6,0,37969,0.048,0
719,2,20,26839,0.006,0
1006,6,0,37512,0.048,0
970,1,3,36127,0.004,0
1006,5,0,38796,0.035,0
1007,2,0,38246,0.01,0
1007,4,0,38466,0.025,0
1006,0,0,38471,0.002,0
1005,7,0,37969,0.062,1
719,3,20,26839,0.011,0
1006,7,0,37512,0.062,1
970,2,3,36127,0.009,0
1006,6,0,38796,0.048,0
1007,3,0,38246,0.016,0
1007,5,0,38466,0.035,0
1006,1,0,38471,0.005,0
1006,0,0,38004,0.002,0
719,4,20,26839,0.017,0
1007,0,0,37564,0.002,0
970,3,3,36127,0.015,0
1006,7,0,38796,0.062,1
1007,4,0,38246,0.025,0
1007,6,0,38466,0.048,0
1006,2,0,38471,0.01,0
1006,1,0,38004,0.005,0
719,5,20,26839,0.024,0
1007,1,0,37564,0.005,0
970,4,3,36127,0.023,0
1007,0,0,38853,0.002,0
1007,5,0,38246,0.035,0
1007,7,0,38466,0.062,1
1006,3,0,38471,0.016,0
1006,2,0,38004,0.01,0
719,6,20,26839,0.033,0
1007,2,0,37564,0.01,0
970,5,3,36127,0.033,0
1007,1,0,38853,0.005,0
1007,6,0,38246,0.048,1
1008,0,0,38552,0.002,0
1006,4,0,38471,0.025,0
1006,3,0,38004,0.016,0
719,7,20,26839,0.043,0
1007,3,0,37564,0.016,0
970,6,3,36127,0.045,0
1007,2,0,38853,0.01,0
1008,0,0,38300,0.002,0
1008,1,0,38552,0.005,0
1006,5,0,38471,0.035,0
1006,4,0,38004,0.025,0
719,8,20,26839,0.054,1
1007,4,0,37564,0.025,0
970,7,3,36127,0.058,1
1007,3,0,38853,0.016,0
1008,1,0,38300,0.005,0
1008,2,0,38552,0.01,0
1006,6,0,38471,0.048,0
1006,5,0,38004,0.035,0
720,0,20,26868,0.001,0
1007,5,0,37564,0.035,0
971,0,3,36190,0.002,0
1007,4,0,38853,0.025,0
1008,2,0,38300,0.01,0
1008,3,0,38552,0.016,0
1006,7,0,38471,0.062,1
1006,6,0,38004,0.048,0
720,1,20,26868,0.003,0
1007,6,0,37564,0.048,0
971,1,3,36190,0.004,0
1007,5,0,38853,0.035,0
1008,3,0,38300,0.016,0
1008,4,0,38552,0.025,0
1007,0,0,38513,0.002,0
1006,7,0,38004,0.062,1
720,2,20,26868,0.006,0
1007,7,0,37564,0.062,1
971,2,3,36190,0.009,0
1007,6,0,38853,0.048,0
1008,4,0,38300,0.025,0
1008,5,0,38552,0.035,0
1007,1,0,38513,0.005,0
1007,0,0,38037,0.002,0
720,3,20,26868,0.011,0
1008,0,0,37571,0.002,0
971,3,3,36190,0.015,0
1007,7,0,38853,0.062,1
1008,5,0,38300,0.035,0
1008,6,0,38552,0.048,0
1007,2,0,38513,0.01,0
1007,1,0,38037,0.005,0
720,4,20,26868,0.017,0
1008,1,0,37571,0.005,0
971,4,3,36190,0.023,0
1008,0,0,38882,0.002,0
1008,6,0,38300,0.048,0
1008,7,0,38552,0.062,1
1007,3,0,38513,0.016,0
1007,2,0,38037,0.01,0
720,5,20,26868,0.024,0
1008,2,0,37571,0.01,0
971,5,3,36190,0.033,0
1008,1,0,38882,0.005,0
1008,7,0,38300,0.062,1
1009,0,0,38592,0.002,0
1007,4,0,38513,0.025,0
1007,3,0,38037,0.016,0
720,6,20,26868,0.033,0
1008,3,0,37571,0.016,0
971,6,3,36190,0.045,1
1008,2,0,38882,0.01,0
1009,0,0,38328,0.002,0
1009,1,0,38592,0.005,0
1007,5,0,38513,0.035,0
1007,4,0,38037,0.025,0
720,7,20,26868,0.043,0
1008,4,0,37571,0.025,0
972,0,3,36231,0.002,0
1008,3,0,38882,0.016,0
1009,1,0,38328,0.005,0
1009,2,0,38592,0.01,0
1007,6,0,38513,0.048,0
1007,5,0,38037,0.035,0
720,8,20,26868,0.054,1
1008,5,0,37571,0.035,0
972,1,3,36231,0.004,0
1008,4,0,38882,0.025,0
1009,2,0,38328,0.01,0
1009,3,0,38592,0.016,0
1007,7,0,38513,0.062,1
1007,6,0,38037,0.048,0
721,0,20,26898,0.001,0
1008,6,0,37571,0.048,0
972,2,3,36231,0.009,0
1008,5,0,38882,0.035,0
1009,3,0,38328,0.016,0
1009,4,0,38592,0.025,0
1008,0,0,38540,0.002,0
1007,7,0,38037,0.062,1
721,1,20,26898,0.003,0
1008,7,0,37571,0.062,1
972,3,3,36231,0.015,0
1008,6,0,38882,0.048,0
1009,4,0,38328,0.025,0
1009,5,0,38592,0.035,0
1008,1,0,38540,0.005,0
1008,0,0,38065,0.002,0
721,2,20,26898,0.006,0
1009,0,0,37615,0.002,0
972,4,3,36231,0.023,0
1008,7,0,38882,0.062,1
1009,5,0,38328,0.035,0
1009,6,0,38592,0.048,0
1008,2,0,38540,0.01,0
1008,1,0,38065,0.005,0
721,3,20,26898,0.011,0
1009,1,0,37615,0.005,0
972,5,3,36231,0.033,0
1009,0,0,38917,0.002,0
1009,6,0,38328,0.048,0
1009,7,0,38592,0.062,1
1008,3,0,38540,0.016,0
1008,2,0,38065,0.01,0
721,4,20,26898,0.017,0
1009,2,0,37615,0.01,0
972,6,3,36231,0.045,0
1009,1,0,38917,0.005,0
1009,7,0,38328,0.062,1
1010,0,0,38612,0.002,0
1008,4,0,38540,0.025,0
1008,3,0,38065,0.016,0
721,5,20,26898,0.024,0
1009,3,0,37615,0.016,0
972,7,3,36231,0.058,1
1009,2,0,38917,0.01,0
1010,0,0,38375,0.002,0
1010,1,0,38612,0.005,0
1008,5,0,38540,0.035,0
1008,4,0,38065,0.025,0
721,6,20,26898,0.033,0
1009,4,0,37615,0.025,0
973,0,3,36307,0.002,0
1009,3,0,38917,0.016,0
1010,1,0,38375,0.005,0
1010,2,0,38612,0.01,0
1008,6,0,38540,0.048,1
1008,5,0,38065,0.035,0
721,7,20,26898,0.043,0
1009,5,0,37615,0.035,0
973,1,3,36307,0.004,0
1009,4,0,38917,0.025,0
1010,2,0,38375,0.01,0
1010,3,0,38612,0.016,0
1009,0,0,38588,0.002,0
1008,6,0,38065,0.048,0
721,8,20,26898,0.054,1
1009,6,0,37615,0.048,0
973,2,3,36307,0.009,0
1009,5,0,38917,0.035,0
1010,3,0,38375,0.016,0
1010,4,0,38612,0.025,0
1009,1,0,38588,0.005,0
1008,7,0,38065,0.062,1
722,0,20,26926,0.001,0
1009,7,0,37615,0.062,1
973,3,3,36307,0.015,0
1009,6,0,38917,0.048,0
1010,4,0,38375,0.025,0
1010,5,0,38612,0.035,0
1009,2,0,38588,0.01,0
1009,0,0,38124,0.002,0
722,1,20,26926,0.003,0
1010,0,0,37676,0.002,0
973,4,3,36307,0.023,0
1009,7,0,38917,0.062,1
1010,5,0,38375,0.035,0
1010,6,0,38612,0.048,0
1009,3,0,38588,0.016,0
1009,1,0,38124,0.005,0
722,2,20,26926,0.006,0
1010,1,0,37676,0.005,0
973,5,3,36307,0.033,0
1010,0,0,38932,0.002,0
1010,6,0,38375,0.048,0
1010,7,0,38612,0.062,1
1009,4,0,38588,0.025,0
1009,2,0,38124,0.01,0
722,3,20,26926,0.011,0
1010,2,0,37676,0.01,0
973,6,3,36307,0.045,0
1010,1,0,38932,0.005,0
1010,7,0,38375,0.062,1
1011,0,0,38639,0.002,0
1009,5,0,38588,0.035,0
1009,3,0,38124,0.016,0
722,4,20,26926,0.017,0
1010,3,0,37676,0.016,0
973,7,3,36307,0.058,1
1010,2,0,38932,0.01,0
1011,0,0,38425,0.002,0
1011,1,0,38639,0.005,0
1009,6,0,38588,0.048,0
1009,4,0,38124,0.025,0
722,5,20,26926,0.024,0
1010,4,0,37676,0.025,0
974,0,3,36377,0.002,0
1010,3,0,38932,0.016,0
1011,1,0,38425,0.005,0
1011,2,0,38639,0.01,0
1009,7,0,38588,0.062,1
1009,5,0,38124,0.035,0
722,6,20,26926,0.033,0
1010,5,0,37676,0.035,0
974,1,3,36377,0.004,0
1010,4,0,38932,0.025,0
1011,2,0,38425,0.01,0
1011,3,0,38639,0.016,0
1010,0,0,38647,0.002,0
1009,6,0,38124,0.048,1
722,7,20,26926,0.043,0
1010,6,0,37676,0.048,0
974,2,3,36377,0.009,0
1010,5,0,38932,0.035,0
1011,3,0,38425,0.016,0
1011,4,0,38639,0.025,0
1010,1,0,38647,0.005,0
1010,0,0,38163,0.002,0
722,8,20,26926,0.054,1
1010,7,0,37676,0.062,1
974,3,3,36377,0.015,0
1010,6,0,38932,0.048,0
1011,4,0,38425,0.025,0
1011,5,0,38639,0.035,0
1010,2,0,38647,0.01,0
1010,1,0,38163,0.005,0
723,0,20,26963,0.001,0
1011,0,0,37721,0.002,0
974,4,3,36377,0.023,0
1010,7,0,38932,0.062,1
1011,5,0,38425,0.035,0
1011,6,0,38639,0.048,0
1010,3,0,38647,0.016,0
1010,2,0,38163,0.01,0
723,1,20,26963,0.003,0
1011,1,0,37721,0.005,0
974,5,3,36377,0.033,0
1011,0,0,39000,0.002,0
1011,6,0,38425,0.048,0
1011,7,0,38639,0.062,1
1010,4,0,38647,0.025,0
1010,3,0,38163,0.016,0
723,2,20,26963,0.006,0
1011,2,0,37721,0.01,0
974,6,3,36377,0.044,0
1011,1,0,39000,0.005,0
1011,7,0,38425,0.062,1
1012,0,0,38692,0.002,0
1010,5,0,38647,0.035,0
1010,4,0,38163,0.025,0
723,3,20,26963,0.011,0
1011,3,0,37721,0.016,0
974,7,3,36377,0.058,1
1011,2,0,39000,0.01,0
1012,0,0,38454,0.002,0
1012,1,0,38692,0.005,0
1010,6,0,38647,0.048,0
1010,5,0,38163,0.035,0
723,4,20,26963,0.017,0
1011,4,0,37721,0.025,0
975,0,3,36405,0.002,0
1011,3,0,39000,0.016,0
1012,1,0,38454,0.005,0
1012,2,0,38692,0.01,0
1010,7,0,38647,0.062,1
1010,6,0,38163,0.048,0
723,5,20,26963,0.024,0
1011,5,0,37721,0.035,0
975,1,3,36405,0.004,0
1011,4,0,39000,0.025,0
1012,2,0,38454,0.01,0
1012,3,0,38692,0.016,0
1011,0,0,38696,0.002,0
1010,7,0,38163,0.062,1
723,6,20,26963,0.033,0
1011,6,0,37721,0.048,1
975,2,3,36405,0.009,0
1011,5,0,39000,0.035,0
1012,3,0,38454,0.016,0
1012,4,0,38692,0.025,0
1011,1,0,38696,0.005,0
1011,0,0,38240,0.002,0
723,7,20,26963,0.043,0
1012,0,0,37763,0.002,0
975,3,3,36405,0.015,0
1011,6,0,39000,0.048,0
1012,4,0,38454,0.025,0
1012,5,0,38692,0.035,0
1011,2,0,38696,0.01,0
1011,1,0,38240,0.005,0
723,8,20,26963,0.054,1
1012,1,0,37763,0.005,0
975,4,3,36405,0.023,0
1011,7,0,39000,0.062,1
1012,5,0,38454,0.035,0
1012,6,0,38692,0.048,0
1011,3,0,38696,0.016,0
1011,2,0,38240,0.01,0
724,0,20,26987,0.001,0
1012,2,0,37763,0.01,0
975,5,3,36405,0.033,0
1012,0,0,39042,0.002,0
1012,6,0,38454,0.048,0
1012,7,0,38692,0.062,1
1011,4,0,38696,0.025,0
1011,3,0,38240,0.016,0
724,1,20,26987,0.003,0
1012,3,0,37763,0.016,0
975,6,3,36405,0.044,0
1012,1,0,39042,0.005,0
1012,7,0,38454,0.062,1
1013,0,0,38725,0.002,0
1011,5,0,38696,0.035,0
1011,4,0,38240,0.025,0
724,2,20,26987,0.006,0
1012,4,0,37763,0.025,0
975,7,3,36405,0.058,1
1012,2,0,39042,0.01,0
1013,0,0,38481,0.002,0
1013,1,0,38725,0.005,0
1011,6,0,38696,0.048,0
1011,5,0,38240,0.035,0
724,3,20,26987,0.011,0
1012,5,0,37763,0.035,0
976,0,3,36446,0.002,0
1012,3,0,39042,0.016,0
1013,1,0,38481,0.005,0
1013,2,0,38725,0.01,0
1011,7,0,38696,0.062,1
1011,6,0,38240,0.048,0
724,4,20,26987,0.017,0
1012,6,0,37763,0.048,0
976,1,3,36446,0.004,0
1012,4,0,39042,0.025,0
1013,2,0,38481,0.01,0
1013,3,0,38725,0.016,0
1012,0,0,38750,0.002,0
1011,7,0,38240,0.062,1
724,5,20,26987,0.024,0
1012,7,0,37763,0.062,1
976,2,3,36446,0.009,0
1012,5,0,39042,0.035,0
1013,3,0,38481,0.016,0
1013,4,0,38725,0.025,0
1012,1,0,38750,0.005,0
1012,0,0,38278,0.002,0
724,6,20,26987,0.033,0
1013,0,0,37782,0.002,0
976,3,3,36446,0.015,0
1012,6,0,39042,0.048,1
1013,4,0,38481,0.025,0
1013,5,0,38725,0.035,0
1012,2,0,38750,0.01,0
1012,1,0,38278,0.005,0
724,7,20,26987,0.043,0
1013,1,0,37782,0.005,0
976,4,3,36446,0.023,0
1013,0,0,39075,0.002,0
1013,5,0,38481,0.035,0
1013,6,0,38725,0.048,0
1012,3,0,38750,0.016,0
1012,2,0,38278,0.01,0
724,8,20,26987,0.054,1
1013,2,0,37782,0.01,0
976,5,3,36446,0.033,0
1013,1,0,39075,0.005,0
1013,6,0,38481,0.048,0
1013,7,0,38725,0.062,1
1012,4,0,38750,0.025,0
1012,3,0,38278,0.016,0
725,0,20,27033,0.001,0
1013,3,0,37782,0.016,0
976,6,3,36446,0.044,0
1013,2,0,39075,0.01,0
1013,7,0,38481,0.062,1
1014,0,0,38792,0.002,0
1012,5,0,38750,0.035,0
1012,4,0,38278,0.025,0
725,1,20,27033,0.003,0
1013,4,0,37782,0.025,0
976,7,3,36446,0.058,1
1013,3,0,39075,0.016,0
1014,0,0,38509,0.002,0
1014,1,0,38792,0.005,0
1012,6,0,38750,0.048,0
1012,5,0,38278,0.035,0
725,2,20,27033,0.006,0
1013,5,0,37782,0.035,0
977,0,3,36475,0.002,0
1013,4,0,39075,0.025,0
1014,1,0,38509,0.005,0
1014,2,0,38792,0.01,0
1012,7,0,38750,0.062,1
1012,6,0,38278,0.048,0
725,3,20,27033,0.011,0
1013,6,0,37782,0.048,0
977,1,3,36475,0.004,0
1013,5,0,39075,0.035,0
1014,2,0,38509,0.01,0
1014,3,0,38792,0.016,0
1013,0,0,38832,0.002,0
1012,7,0,38278,0.062,1
725,4,20,27033,0.017,0
1013,7,0,37782,0.062,1
977,2,3,36475,0.009,0
1013,6,0,39075,0.048,0
1014,3,0,38509,0.016,0
1014,4,0,38792,0.025,0
1013,1,0,38832,0.005,0
1013,0,0,38343,0.002,0
725,5,20,27033,0.024,0
1014,0,0,37827,0.002,0
977,3,3,36475,0.015,0
1013,7,0,39075,0.062,1
1014,4,0,38509,0.025,0
1014,5,0,38792,0.035,0
1013,2,0,38832,0.01,0
1013,1,0,38343,0.005,0
725,6,20,27033,0.033,0
1014,1,0,37827,0.005,0
977,4,3,36475,0.023,0
1014,0,0,39104,0.002,0
1014,5,0,38509,0.035,0
1014,6,0,38792,0.048,1
1013,3,0,38832,0.016,0
1013,2,0,38343,0.01,0
725,7,20,27033,0.043,0
1014,2,0,37827,0.01,0
977,5,3,36475,0.033,0
1014,1,0,39104,0.005,0
1014,6,0,38509,0.048,0
1015,0,0,38838,0.002,0
1013,4,0,38832,0.025,0
1013,3,0,38343,0.016,0
725,8,20,27033,0.054,1
1014,3,0,37827,0.016,0
977,6,3,36475,0.044,0
1014,2,0,39104,0.009,0
1014,7,0,38509,0.062,1
1015,1,0,38838,0.005,0
1013,5,0,38832,0.035,0
1013,4,0,38343,0.025,0
726,0,20,27114,0.001,0
1014,4,0,37827,0.025,0
977,7,3,36475,0.058,1
